"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","104","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","43","1","0.000000","0","0"
"/Game/VFX/M_SecondaryAerialTrail.M_SecondaryAerialTrail","0","0","48","1","0.000000","0","0"
"/Game/VFX/M_AerialTrail.M_AerialTrail","0","0","48","1","0.000000","0","0"
"/Game/Textures/M_Mouse4.M_Mouse4","0","0","14","1","0.000000","0","0"
"/Game/Materials/testDONOTUSE.testDONOTUSE","0","0","14","1","0.000000","0","0"
"/Game/Materials/M_Mouse6.M_Mouse6","0","0","14","1","0.000000","0","0"
"/Game/Materials/M_Mouse5.M_Mouse5","0","0","14","1","0.000000","0","0"
"/Game/Materials/M_Mouse3.M_Mouse3","0","0","14","1","0.000000","0","0"
"/Game/Materials/M_Mouse2.M_Mouse2","0","0","14","1","0.000000","0","0"
"/Game/Materials/M_Mouse.M_Mouse","0","0","14","1","0.000000","0","0"
"/Game/Materials/Mouse_Basemesh_default.Mouse_Basemesh_default","0","0","14","1","0.000000","0","0"
"/Game/Materials/MM.MM","0","0","23","1","0.000000","0","0"
"/Game/Materials/Material.Material","0","0","23","1","0.000000","0","0"
"/Game/Materials/Floor_Placeholder.Floor_Placeholder","0","0","23","1","0.000000","0","0"
"/Game/Materials/FishBowl.FishBowl","0","0","33","1","0.000000","0","0"
"/Game/Materials/09_-_Default.09_-_Default","0","0","14","1","0.000000","0","0"
"/Game/Materials/01_-_Default.01_-_Default","0","0","14","1","0.000000","0","0"
"/Game/Characters/Weasle_Max/FUCKFUR2.FUCKFUR2","0","0","28","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","84","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","66","1","0.000000","0","0"
"/Engine/VREditor/UI/KeyDiskMaterial.KeyDiskMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","75","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","13","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","13","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","104","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","56","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","101","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","167","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1288","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","66","6","0.000000","0","9"
"/Game/UI/UITextures/System/M_TGKlogo.M_TGKlogo","0","0","16","1","0.000000","0","0"
"/Game/Materials/VCR_DefaultMaterial_BaseColor_sRGB_Mat.VCR_DefaultMaterial_BaseColor_sRGB_Mat","0","0","23","1","0.000000","0","0"
"/Game/Materials/M_Book.M_Book","0","0","23","1","0.000000","0","0"
"/Game/Materials/M_Book2.M_Book2","0","0","23","1","0.000000","0","0"
"/Game/Materials/TV_Screen_BaseColor_sRGB_Mat.TV_Screen_BaseColor_sRGB_Mat","0","0","23","1","0.000000","0","0"
"/Game/Materials/TV_01_-_Default_BaseColor_sRGB_Mat.TV_01_-_Default_BaseColor_sRGB_Mat","0","0","23","1","0.000000","0","0"
"/Game/Materials/Toybox_DefaultMaterial_BaseColor_sRGB_Mat.Toybox_DefaultMaterial_BaseColor_sRGB_Mat","0","0","23","1","0.000000","0","0"
"/Game/Meshes/Tape_DefaultMaterial_BaseColor_sRGB_Mat.Tape_DefaultMaterial_BaseColor_sRGB_Mat","0","0","44","1","0.000000","0","0"
"/Game/Materials/TapeSleeve_DefaultMaterial_BaseColor_sRGB_Mat1.TapeSleeve_DefaultMaterial_BaseColor_sRGB_Mat1","0","0","23","1","0.000000","0","0"
"/Game/Materials/TapeSleeve_DefaultMaterial_BaseColor_sRGB_Mat.TapeSleeve_DefaultMaterial_BaseColor_sRGB_Mat","0","0","14","1","0.000000","0","0"
"/Game/Materials/SM_WardrobeLevel_Albedo_Mat.SM_WardrobeLevel_Albedo_Mat","0","0","23","1","0.000000","0","0"
"/Game/Materials/SM_WardrobeLevelOut_Albedo_Mat.SM_WardrobeLevelOut_Albedo_Mat","0","0","23","1","0.000000","0","0"
"/Game/Materials/SM_WardrobeFrame_Albedo_Mat.SM_WardrobeFrame_Albedo_Mat","0","0","23","1","0.000000","0","0"
"/Game/Materials/SM_WardrobeDoorOne_Albedo_Mat.SM_WardrobeDoorOne_Albedo_Mat","0","0","23","1","0.000000","0","0"
"/Game/Materials/SM_WardrobeDoor3_Albedo_Mat.SM_WardrobeDoor3_Albedo_Mat","0","0","23","1","0.000000","0","0"
"/Game/Materials/SM_WardrobeDoor2_Albedo_Mat.SM_WardrobeDoor2_Albedo_Mat","0","0","23","1","0.000000","0","0"
