"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","104","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","43","1","0.000000","0","0"
"","0","1","0","1","0.000000","15","0"
"/Game/VFX/M_SecondaryAerialTrail.M_SecondaryAerialTrail","0","0","48","1","0.000000","0","0"
"/Game/VFX/M_AerialTrail.M_AerialTrail","0","0","48","1","0.000000","0","0"
"/Game/Textures/M_Mouse4.M_Mouse4","0","0","14","1","0.000000","0","0"
"/Game/Meshes/HeliRedo/WorldGridMaterial.WorldGridMaterial","0","0","14","1","0.000000","0","0"
"/Game/Meshes/Standardmaterial.Standardmaterial","0","14","1","1","28.357107","0","63"
"/Game/Meshes/Silver_material.Silver_material","0","14","1","1","32.599373","0","64"
"/Game/Meshes/Mouse_Basemesh_default.Mouse_Basemesh_default","0","0","23","1","0.000000","0","0"
"/Game/Meshes/09_-_Default_ncl1_1.09_-_Default_ncl1_1","0","14","1","1","69.119576","0","79"
"/Game/Meshes/09_-_Default.09_-_Default","0","14","2","1","32.195930","0","106"
"/Game/Meshes/03_-_Default.03_-_Default","0","14","1","1","30.274242","0","116"
"/Game/Materials/M_Mouse.M_Mouse","0","23","1","1","35.621449","0","289"
"/Game/Materials/Light.Light","0","23","2","1","48.135128","0","258"
"/Game/Materials/Debug.Debug","0","24","3","1","35.396469","0","65"
"/Game/Meshes/01_-_Default.01_-_Default","0","0","14","1","0.000000","0","0"
"/Game/Materials/testDONOTUSE.testDONOTUSE","0","0","14","1","0.000000","0","0"
"/Game/Materials/M_Test_CritterRand.M_Test_CritterRand","0","0","14","1","0.000000","0","0"
"/Game/Materials/M_Mouse6.M_Mouse6","0","0","14","1","0.000000","0","0"
"/Game/Materials/M_Mouse5.M_Mouse5","0","0","14","1","0.000000","0","0"
"/Game/Materials/M_Mouse3.M_Mouse3","0","0","14","1","0.000000","0","0"
"/Game/Materials/M_Mouse2.M_Mouse2","0","0","23","1","0.000000","0","0"
"/Game/Materials/M_Golden.M_Golden","0","0","65","1","0.000000","0","0"
"/Game/Materials/Mouse_Basemesh_default.Mouse_Basemesh_default","0","0","14","1","0.000000","0","0"
"/Game/Materials/Material.Material","0","0","23","1","0.000000","0","0"
"/Game/Materials/Floor_Placeholder.Floor_Placeholder","0","0","23","1","0.000000","0","0"
"/Game/Materials/09_-_Default.09_-_Default","0","0","23","1","0.000000","0","0"
"/Game/Materials/01_-_Default.01_-_Default","0","0","23","1","0.000000","0","0"
"/Game/Characters/WeasleSkele/Weasle_Max_ContainsBaseSkele_/Material_002.Material_002","0","28","1","1","44.298782","0","397"
"/Game/Characters/WeasleSkele/Weasle_Max_ContainsBaseSkele_/Material_001.Material_001","0","28","2","1","43.360062","0","423"
"/Game/Characters/M_AnimZoo_2.M_AnimZoo_2","0","14","1","1","20.505941","0","118"
"/Game/Characters/M_AnimZoo.M_AnimZoo","0","14","5","1","21.013992","0","104"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","84","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","13","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","13","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","75","2","0.000000","0","0"
"/Game/VFX/Particle_JumpPad.Particle_JumpPad","0","192","1","1","284.809875","0","17702"
"/Game/Materials/Signposts/M_Signpost_75.M_Signpost_75","0","23","1","1","49.714985","0","298"
"/Game/Materials/Signposts/M_Signpost_50.M_Signpost_50","0","23","1","1","42.200741","0","277"
"/Game/Materials/Signposts/M_Signpost_25.M_Signpost_25","0","23","1","1","41.630516","0","298"
"/Game/Materials/Signposts/M_Signpost_100.M_Signpost_100","0","23","1","1","43.883064","0","283"
"/Game/Materials/Glowband.Glowband","0","23","1","1","44.256802","0","226"
"/Game/Textures/WoodPlanks_BaseColor_Mat.WoodPlanks_BaseColor_Mat","0","23","1","1","46.307766","0","264"
"/Game/Materials/Cubemap_Sky.Cubemap_Sky","0","5","1","1","8.991552","0","21"
"/Game/Materials/M_Book2.M_Book2","0","23","1","1","44.566689","0","241"
"/Game/Textures/TV_Screen_BaseColor_sRGB_Mat.TV_Screen_BaseColor_sRGB_Mat","0","14","1","1","25.172874","0","110"
"/Game/Textures/TrackTurn_LP_BaseColor_Mat.TrackTurn_LP_BaseColor_Mat","0","23","1","1","43.501137","0","232"
"/Game/Materials/TrackTPiece_LP_BaseColor_Mat.TrackTPiece_LP_BaseColor_Mat","0","23","1","1","43.647659","0","207"
"/Game/Materials/Decal_TOD_Poster.Decal_TOD_Poster","0","27","1","1","49.151104","0","242"
"/Game/Meshes/Tape_DefaultMaterial_BaseColor_sRGB_Mat.Tape_DefaultMaterial_BaseColor_sRGB_Mat","0","42","1","1","70.770027","0","502"
"/Game/Materials/Wallpaper_basecolor_Mat.Wallpaper_basecolor_Mat","0","23","1","1","41.321739","0","221"
"/Game/Textures/StraightPiece_LP_BaseColor_Mat.StraightPiece_LP_BaseColor_Mat","0","23","1","1","43.031284","0","181"
"/Game/Materials/M_SpeedBoost1.M_SpeedBoost1","0","23","1","1","43.607719","0","165"
"/Game/Materials/M_SpeedBoost.M_SpeedBoost","0","23","1","1","43.845146","0","147"
"/Game/Materials/Decal_SOTL_Poster.Decal_SOTL_Poster","0","27","2","1","47.327087","0","202"
"/Game/Materials/Soda_Unwrap_Texture_Checker_Material_BaseColor_sRGB_Mat.Soda_Unwrap_Texture_Checker_Material_BaseColor_sRGB_Mat","0","23","1","1","41.509121","0","207"
